entry,KCL_control_1,KCL_control_2,KCL_control_3,KCL_KCL_1,KCL_KCL_2,KCL_KCL_3,NaCl_control_1,NaCl_control_2,NaCl_control_3,NaCl_KCL_1,NaCl_KCL_2,NaCl_KCL_3,Sorb_control_1,Sorb_control_2,Sorb_control_3,Sorb_KCL_1,Sorb_KCL_2,Sorb_KCL_3,FC_kcl,FC_nacl,FC_sorb,log2_FC_kcl,log2_FC_nacl,log2_FC_sorb,pval_kcl,pval_nacl,pval_sorb,adj_pval_kcl,adj_pval_nacl,adj_pval_sorb,neg_log10_adj_pval_kcl,neg_log10_adj_pval_nacl,neg_log10_adj_pval_sorb,uniprot
G4MT06_MAGO7,37047.6666666667,33501.3333333333,29687.3333333333,34007.6666666667,32717.6666666667,33678.3333333333,30166.6666666667,29473.6666666667,29317,31816.6666666667,44591.6666666667,30932.6666666667,26940,16739.5,22137.3333333333,34791.6666666667,26819,36397.6666666667,1.0052833718060972,1.0794946901754108,1.5716286213334978,0.007602229239518591,0.1103561470413418,0.6522603464393406,0.9806368148927451,0.23796218460966292,0.062072924810930664,0.9898059364078606,0.47379970685673956,0.17964753646420814,0.004449945815380958,0.3244052123142664,0.7455787339691352,G4MT06
G4N0M6_MAGO7,23021.3333333333,23282.6666666667,26032.6666666667,21022.3333333333,13713.6666666667,27124.6666666667,12340.3333333333,11771.6666666667,11725.6666666667,12834.6666666667,10942.6666666667,12451.3333333333,33894.3333333333,29311,21915,24181.3333333333,26986.6666666667,27414.6666666667,0.9029177642881658,1.0577375053093527,0.9207009882524206,-0.14733349860566158,0.08098164373283437,-0.11919539981602667,0.4313553712415425,0.8413553202994838,0.5810466799237468,0.7030936827276406,0.9355726980207422,0.7220419232339147,0.15298680416797633,0.028922460304464912,0.14143758567056344,G4N0M6
G5EHN6_MAGO7,9011.3333333333,9268.6666666667,10070,12428,11753,10113.6666666667,9331.6666666667,7411.3333333333,7014,8496.3333333333,8648.6666666667,10530,11537.3333333333,10781,10006.3333333333,7986.3333333333,8939,8730.3333333333,1.26803567575343,1.1669515156966905,0.8097888260210834,0.34259533578371754,0.22274462144198726,-0.30438235895522314,0.05905039205586084,0.24916991212418357,0.013595816565375006,0.2851470803553066,0.4853484864235888,0.07458066679475889,0.5449310708334643,0.31394632040044085,1.1273737381108095,G5EHN6
G4N2H3_MAGO7,8702,8285.5,7632,5343.5,6155,7688.5,NA,NA,NA,NA,NA,NA,9073.5,9311,9704,3736,4044,3211,0.7428640395872307,NA,0.40124583825582644,-0.4288299047991126,NA,-1.3174416662881054,0.0744259507182144,NA,4.8193795877265056e-5,0.3144476244879478,NA,0.0058446273779858325,0.5024516818248368,NA,2.2332431719004493,G4N2H3
G4N9F0_MAGO7,11479.6666666667,9847.6666666667,13098.6666666667,9888.3333333333,9946,11766.3333333333,9573,7806.6666666667,8430.3333333333,8189.3333333333,9057,9063.6666666667,20697.3333333333,22082.3333333333,17857.3333333333,29550.3333333333,26043.6666666667,38493.6666666667,0.8664014634571245,1.0743347435846786,1.4277362623204284,-0.20689241505221065,0.10344358146589566,0.5137295030480923,0.44884351826233043,0.7926415879709541,0.04629852230553343,0.7141950607768888,0.9123048986710851,0.15235643358691278,0.1461831576223177,0.03985999316195445,0.8171392020103833,G4N9F0
LAP1_MAGO7,24777,17366,17258.3333333333,16964,17828,19025.3333333333,17711.3333333333,15260.6666666667,14983.6666666667,15993.3333333333,14675,18975.3333333333,26800.5,25785,32756.5,26104,28878,24403.5,1.0266037083957158,1.048010134987545,0.9740116788865879,0.03787937711099917,0.06765266880815853,-0.03798902384180989,0.5073254194113743,0.7332101159539329,0.47734213876082876,0.7528592501700427,0.8767070019181074,0.6461550062106718,0.12328620917522398,0.057145524890565645,0.18966328654546277,LAP1
G4NIR4_MAGO7,23827.6666666667,29321,28010,22619.3333333333,17560.6666666667,26152.6666666667,34580.6666666667,38107.3333333333,36739.3333333333,21446.3333333333,15609.3333333333,22470.6666666667,28037.3333333333,21105.6666666667,14895.3333333333,14025.3333333333,23082.3333333333,21353.6666666667,0.8075449244317493,0.5837431272568905,1.0117503987870555,-0.308385574459023,-0.7765944356423995,0.016853417653735502,0.17408636448500536,0.00217313971324364,0.7127843589186202,0.4630338354343441,0.045080014516589,0.8263286207675494,0.33438727246903255,1.3460159527751439,0.08284720473338787,G4NIR4
G4MXB8_MAGO7,17722.3333333333,16722.3333333333,12701.6666666667,11699.6666666667,13790,16766,10292,9960.3333333333,10609.3333333333,9059.6666666667,6016,10007,15424.3333333333,14468,13432.3333333333,9839.3333333333,11762.6666666667,14132,0.8246456834173876,0.8802629874336086,0.8130126255644664,-0.27815370955984464,-0.18399348706440558,-0.29865033828470877,0.4857240034363765,0.18902910348067975,0.13809897121454004,0.7340732637707916,0.417361287883085,0.29890605584438207,0.13426059340336544,0.37948783614849974,0.5244652860542085,G4MXB8
G4MVJ7_MAGO7,6864,5710,4341,7297,9107,7613,5206,NA,5188,7700,10407,9566,2800,8676,5615,13136,6168,9776,1.3332749562171629,1.8406773138349048,1.7410507569011575,0.41497433261402544,0.880236732318403,0.799958262530766,0.06146266459916674,0.02992377605606361,0.20351875205695508,0.2913427093598297,0.15655136798832106,0.3786940548745646,0.535595845342536,0.8053431330474914,0.42171151282329217,G4MVJ7
EIF3H_MAGO7,18724.6666666667,18749.3333333333,18373.6666666667,18968,19543.3333333333,22376,23621.3333333333,23845,27781.6666666667,27339.3333333333,14591.3333333333,28420.6666666667,22824.6666666667,21728.6666666667,21427.6666666667,21732.3333333333,20326.3333333333,22334.3333333333,1.043721294549076,1.1465436499615558,1.0001687478906482,0.061736519712502665,0.19729128067912988,2.434312063250161e-4,0.18827304127608566,0.7428387651966684,0.5089974246752709,0.48025580867882867,0.8846624546801445,0.6655543956202769,0.3185273736564686,0.053222403915653096,0.17681644394239562,EIF3H
G4NEA2_MAGO7,17483.6666666667,23092.6666666667,25984.6666666667,22190.6666666667,21527.6666666667,24967,24195.3333333333,24551.6666666667,23602.3333333333,23534.6666666667,17681.6666666667,23253.6666666667,19643,15497,16222.3333333333,21438,18224,13817.3333333333,0.9609399809463323,0.961080649160998,1.123389565824894,-0.0574817699186725,-0.05727059493658089,0.16785830816928074,0.8066774038237992,0.2443491438122237,0.7958612758149561,0.921578983050065,0.4827451523377708,0.876675126189302,0.03546743805439283,0.3162820786537502,0.05716131546229148,G4NEA2
G4MU23_MAGO7,NA,NA,NA,NA,1579,NA,NA,NA,NA,1696.5,NA,1504,1198,NA,NA,NA,NA,NA,100,100,0.01,6.643856189774724,6.643856189774724,-6.643856189774724,NA,NA,NA,NA,NA,NA,NA,NA,NA,G4MU23
G4MNN9_MAGO7,2180,5210,3952,3491.5,4318,5032,1795,NA,1725,1936,NA,1822,5225,3981,2430.5,NA,NA,NA,1.0926113360323886,1.0676136363636364,0.01,0.12778029643782748,0.09438963789539594,-6.643856189774724,0.6385926881156287,0.2171899636089482,NA,0.8196567196525628,0.4505429012539112,NA,0.08636799636673105,0.34626384865663473,NA,G4MNN9
G4MTA9_MAGO7,40207.5,35540.6666666667,21639.6666666667,30625.3333333333,26139,24949.6666666667,47660.3333333333,41552,45476.6666666667,34651.3333333333,18062,30187.3333333333,13018,13362.6666666667,15271.3333333333,10363.3333333333,12908.6666666667,11874.3333333333,0.7354673519536299,0.6637982848347125,0.888620035920969,-0.44326679449496437,-0.5911831931958429,-0.17036142439478283,0.4214278877726135,0.0305995660485963,0.10029451460734225,0.697615733563098,0.15777348505981445,0.24369075530066542,0.15638373317500168,0.8019659812265298,0.6131609459817193,G4MTA9
G4NI96_MAGO7,9996,11143.5,11610.5,10305.5,8646.5,12319,6146,9580,9216.5,9707.5,9476,6730,8108.5,7954,7498,2902,5333.5,3043.5,0.9247992103019698,1.028156024521239,0.3826376665828514,-0.11278792898423602,0.04005921270575873,-1.3859491963273962,0.6939575777986134,0.8342309621289634,0.007178899982716631,0.8550682057974357,0.9333102979845945,0.052282398644620705,0.06799924173962739,0.029973942214910253,1.2816444958002509,G4NI96
G4N751_MAGO7,2496,7316,3677,2885,1672,4207,4668.6666666667,4197.6666666667,5105,4655,2689,3358.6666666667,1422,NA,NA,NA,NA,NA,0.7846070165896111,0.7194059688704861,0.01,-0.3499578576704515,-0.4751219654055536,-6.643856189774724,0.3872405764018277,0.16069823453147286,NA,0.6688487275659464,0.3863056521625596,NA,0.17467209480628917,0.41306893750609197,NA,G4N751
G4MTP1_MAGO7,22547,26829.3333333333,27282.3333333333,21776.3333333333,19287,17847.3333333333,21421.6666666667,16549.6666666667,17364.3333333333,18217.3333333333,18910.5,17208.3333333333,20780.3333333333,23160.3333333333,20040.3333333333,15279,17054,13279.3333333333,0.7188773481761266,1.0491236826445012,0.735262507819895,-0.4761824497754475,0.06918476925874488,-0.44366867335237875,0.03549041620790043,0.8438489277771222,0.013148373962576433,0.24074968231499544,0.9357797647017242,0.07394621444080025,0.6184342772831184,0.028826350224621697,1.1310840541154032,G4MTP1
G4NCQ7_MAGO7,5725.28166,4299.4743603333,4256.936388,4411.3233466667,3946.125278,4695.1558293333,4448.129219,4914.9851923333,5426.0058343333,4326.4187123333,5027,5588.2579453333,8368.665809,9344.6958043333,8175.1903483333,6529.0345876667,5891.0908735,7522.1571903333,1.0260145722382512,1.0227904669664982,0.7801762833742403,0.03705122134122875,0.03251061895358796,-0.35812795243161616,0.482356191086665,0.9175637897094977,0.02934849132221056,0.7329984646400588,0.9623361556976743,0.11668009085371006,0.13489693504379505,0.01667319712699693,0.9330032413839562,G4NCQ7
G4N7L7_MAGO7,13083.3333333333,11565.6666666667,14811,12003,10916.6666666667,14021.3333333333,10480.3333333333,10823.6666666667,8519,9128.6666666667,10265.3333333333,9490.6666666667,18342,21503.6666666667,11827.3333333333,26140.3333333333,31560.6666666667,31899,0.9174267515923591,0.9055691612862248,1.7206774979100807,-0.12433511876579602,-0.14310326615327765,0.7829767221512411,0.5553424566409175,0.7131571751112353,0.02060750239571338,0.7785954115232382,0.8654914288424788,0.0954222559407926,0.10868816002706559,0.06273722868384655,1.0203503202120512,G4N7L7
G4NH95_MAGO7,6236.5758656667,5188.38724,4413.464568,8148.67344,6511.2855825,4938.149207,5291.541396,5751.147752,5793.8544155,8095.6298983333,12266.8068373333,9645.7128436667,7103.1665513333,5040.7308976667,7952.307095,6510.3272826667,2451.905867,3496.799009,1.2549729388548878,1.6771804967647266,0.4922873458941538,0.32765625549017163,0.7460379588931676,-1.0224274389026,0.30526388459765114,0.02325485137709365,0.1632647224435199,0.6085061540655164,0.136919652992525,0.33360493277366615,0.21573502521833676,0.863534210203329,0.47676753638997793,G4NH95
G4NHH7_MAGO7,18602.6666666667,22762.3333333333,21324.6666666667,22037.6666666667,17576.6666666667,19385,24645.3333333333,21140,23607.6666666667,14768.6666666667,15794,14970.6666666667,22413,23001.6666666667,23381,17081.6666666667,23529.6666666667,22007.3333333333,0.9090411729765203,0.6341442751648481,0.9567712484602536,-0.1375824553592579,-0.6571169873533615,-0.06375405853596866,0.5273783500029049,0.0018489976018728474,0.35410325227850126,0.7613471623543135,0.04216656862694262,0.5396582155222098,0.11841726659993708,1.3750317389665765,0.26788120704252444,G4NHH7
G4N0F8_MAGO7,NA,5693,NA,2685,3900,NA,3074,NA,2888,NA,2855,NA,1536,NA,NA,NA,NA,NA,0.5783418232917618,0.9577323045957732,0.01,-0.7900056592472697,-0.06230562974096375,-6.643856189774724,0.2629941690642477,0.5774099572019835,NA,0.5655160002617874,0.7745608792552463,NA,0.24755510298061245,0.11094444170653595,NA,G4N0F8
G4N1R3_MAGO7,5448.3333333333,9018.6666666667,9840.3333333333,4430,5272.3333333333,9320.3333333333,5063.3333333333,6389.6666666667,6479.6666666667,4603.6666666667,6476.6666666667,4958,16484,19926.6666666667,17822.3333333333,14010.6666666667,15931.3333333333,14080,0.5846023063276109,0.775940320308828,0.7900200123440642,-0.7744725741237533,-0.36598239982739283,-0.3400388955927435,0.4331889875709691,0.4384840894796581,0.04514688682927853,0.7041584067260952,0.6712875167531736,0.1516520529604266,0.152329631442525,0.1730914288699296,0.8191517061357116,G4N1R3
G4MKA8_MAGO7,18966.3333333333,28118.3333333333,10048,28468.3333333333,11086,23752,24817,14017.6666666667,27153,12379.6666666667,18199.3333333333,14099.3333333333,9136,9308,8278,19074.6666666667,9647.5,21238.6666666667,1.2523242939243242,0.5681320600126244,2.087857559836548,0.3246082017709451,-0.8157017775156393,1.062023290103619,0.7936021554936485,0.18164167924716476,0.0959951373461222,0.916397373926809,0.40763676687314976,0.23696901489392633,0.03791616401639179,0.38972665162831593,0.6253084368604438,G4MKA8
G4N3Y7_MAGO7,11005.6666666667,9321,9234.3333333333,3709,7063,8200.6666666667,3869,3713.3333333333,1969.5,5834.6666666667,6814.6666666667,5639.3333333333,5085,11364.6666666667,9596,9478,7367.6666666667,9608.3333333333,0.7577513142366699,1.571274685816899,0.9877032096706961,-0.4002036456790356,0.6519354105651836,-0.017850496660833663,0.07379407212333348,0.014774901434725577,0.9491492218648643,0.31432097701589684,0.11168823796419673,0.9711715682251076,0.5026266342600284,0.9519925606015873,0.012704040378877056,G4N3Y7
G4MV93_MAGO7,13233.6666666667,15137.3333333333,14490,16981.6666666667,13930,20382,29337,29458.6666666667,28581.3333333333,21568.3333333333,12167,25210,13420.3333333333,11557.6666666667,13118.3333333333,11213.6666666667,9406.3333333333,10998.6666666667,1.1719576719576743,0.7351921918851041,0.8384195146741249,0.22892046433394855,-0.44380665033394234,-0.2542557981027251,0.22200600996400316,0.071749638527864,0.05628548709166238,0.5133711318757871,0.2500026467455261,0.17155425010141861,0.28956855642722185,0.6020553934843931,0.7655985182214512,G4MV93
G4NJY7_MAGO7,8814,9338.5,8032.3333333333,7395.3333333333,6832.6666666667,8283,9133.3333333333,9972,10472,7674.6666666667,8483.3333333333,7010.3333333333,13632,12745,12136,9214,9000,7290,0.8390439452386318,0.7696216071667369,0.7061592781482935,-0.25318172055417376,-0.37777879147235266,-0.5019344668051646,0.09718116075394646,0.020889574155287076,0.004399323755560791,0.35202336962671127,0.13250383979948524,0.040285669870950724,0.4534285042405373,0.8777715362210204,1.394849410502277,G4NJY7
G4N643_MAGO7,66971.5,96725.5,74887,199323,103279,131545,154979,128095,117618,150653,57541,153652,96204,68058,91552,35657,38970.5,35201,1.7565799137366966,1.1761036730551544,0.3894726494232786,0.8127692119312305,0.23401523875433342,-1.3604060757836014,0.0943655411297981,0.7184202380843743,0.005206957913476152,0.3499469554012636,0.8675129568579555,0.043645114208712844,0.45599778057086254,0.06172403002424652,1.3600643657260247,G4N643
G4MNZ9_MAGO7,47161.6666666667,49962.6666666667,51043,43396.6666666667,48899.6666666667,43639.3333333333,34357,30231.6666666667,35104,34835.3333333333,30616.6666666667,28672.3333333333,48410,46650,32768,40027.6666666667,51116,43560.3333333333,0.8734388343296315,0.8911332964655442,0.9337692032868874,-0.1952214180750595,-0.1662868474651551,-0.09886208715750035,0.1288628175213295,0.4768360397818487,0.7188061642566003,0.4008810825348981,0.7024570561278431,0.8288893925269167,0.3969844374999193,0.15338022068520157,0.08150341808671649,G4MNZ9
G4N8B7_MAGO7,6201.3333333333,4246.3333333333,5327.6666666667,6731.3333333333,4052.3333333333,3654.3333333333,2604.3333333333,3184.3333333333,3241.5,2697,NA,2806.5,15012.3333333333,15440.6666666667,14216.3333333333,3664.5,3455.6666666667,3479.6666666667,0.7606206594506554,0.8641526222129265,0.2317871971934215,-0.3947509699048836,-0.21064195858149348,-2.1091272138564494,0.7108196041512007,0.40299367094361505,6.339448426060398e-6,0.8652339092223476,0.6390221400192896,0.002253039970621865,0.06286646854458056,0.19448409470288983,2.647231103497415,G4N8B7
G4N790_MAGO7,15028.3333333333,15731.6666666667,14571.6666666667,18596.3333333333,16916,15009.6666666667,13131,12137.3333333333,14538,12861.6666666667,13453.6666666667,13972.3333333333,13108.3333333333,9928.3333333333,11139.6666666667,14148.6666666667,13414.3333333333,12883.6666666667,1.125607186425643,1.024572893661313,1.2041952182889906,0.17070344458575082,0.035022629134572714,0.26806929378124555,0.18752080236466506,0.8444829968211293,0.10396726386415805,0.4791217524326826,0.9357797647017242,0.24966192957649844,0.3195541114482004,0.028826350224621697,0.602647677253725,G4N790
G4N528_MAGO7,8344.3333333333,10544.6666666667,11296,10291,9282.3333333333,8584,18579.6666666667,18516.3333333333,18335.6666666667,17076,14550.3333333333,15555,9626.6666666667,8080.3333333333,10503.6666666667,10742.3333333333,9768.6666666667,10169,0.8802870329392365,0.8400691281571241,1.0563365650969492,-0.18395407854851487,-0.2514200446793007,0.07906957279723252,0.5418408828660695,0.02034101523798775,0.34120688278304057,0.76991710028019,0.13100495012480198,0.5278662838404499,0.11355603434579743,0.8827122938765292,0.27747607660420953,G4N528
G4MTL2_MAGO7,14338,12301.6666666667,14111.6666666667,13594,12794.6666666667,12941.3333333333,14799.6666666667,16364.6666666667,14612.3333333333,11582,14168.3333333333,16633.6666666667,26821.6666666667,35500.3333333333,27395.6666666667,28114.3333333333,33652,32545.3333333333,0.9170662572339625,0.9573413815626434,1.187973767140786,-0.12490212384820232,-0.06289462298250371,0.2485029788712111,0.5298342811088202,0.5087975346140479,0.6642590333816155,0.7634056541084345,0.7244172400251089,0.786401267367842,0.11724462780452581,0.14001122268890215,0.10435579526440401,G4MTL2
G4MTR0_MAGO7,13973.3333333333,11844.3333333333,13863.3333333333,18294.3333333333,15574.3333333333,16660,17000.3333333333,17124,20267.3333333333,20260.6666666667,8849.6666666667,23987.6666666667,20788,13093.6666666667,13017.6666666667,14803.6666666667,11193,15102.3333333333,1.2017311853811041,1.1831737133068618,1.1305974898806035,0.26511421644035105,0.24266190540027258,0.17708539908029497,0.026255183842457248,0.9309797507132824,0.5370916475680775,0.21169996015655504,0.964430157283311,0.689603943445429,0.6742792237179046,0.01572921789541526,0.1614002636977103,G4MTR0
G4N1M7_MAGO7,6737.3333333333,7053,7074.6666666667,11867.3333333333,10637,10804,9300.6666666667,9999.3333333333,11382.3333333333,11915,6271.6666666667,12517.6666666667,9232,5600.6666666667,7480.3333333333,10466.6666666667,10721.6666666667,10590.3333333333,1.5318304267687508,1.191579438629246,1.4157568735796104,0.6152566001347894,0.25287513440371284,0.5015735342084326,4.903225509154177e-4,0.9973571653234099,0.039867136101420564,0.0590348351302163,0.9991755343408957,0.1412782889698176,1.2288916453002854,3.582085719001009e-4,0.8499245735022539,G4N1M7
G4NBX7_MAGO7,14889,17456.3333333333,18802,13373,16044.6666666667,15398.3333333333,15976.6666666667,16671.3333333333,14765,17541,15139.3333333333,15648.6666666667,19997.3333333333,22503,21478.3333333333,24149.3333333333,28126.3333333333,32350.6666666667,0.8821058259657428,0.979470060504903,1.3095212229378448,-0.180976349039435,-0.02992670062956483,0.38903944111582583,0.2066484942789808,0.7563168562567744,0.049894201510529465,0.49900133374451366,0.8911950274518398,0.1594640217341922,0.30189829358080156,0.05002724537080832,0.7973372870572731,G4NBX7
G4NAF1_MAGO7,13648.5,22339.5,21850,18337.5,17811.5,16602.5,14297,16979.5,14784.5,12353,10061,11468,24324,29628,23073.5,16473.5,27103.5,18342.5,0.8151716247139588,0.7756772295309277,0.7540906100970235,-0.2948242612405206,-0.3664716437963813,-0.40719020947881057,0.585861170881756,0.018684767771847383,0.26033227058422276,0.7937473928075404,0.12587946670843225,0.44763001445494205,0.10031768820851351,0.9000451056545571,0.34908080088556825,G4NAF1
PALA_MAGO7,NA,3653,3318,2271.5,2135.5,2982,2679,3002,2545,2346,2660,3290,6453,NA,1210,5515,4415,NA,0.6516998995839908,0.9929078014184397,1.2958371395015007,-0.6177203222281102,-0.010268335453827113,0.3738844120515056,0.06609877862204742,0.9434182232171773,0.7133303906907263,0.3006911692479034,0.9728659596644186,0.8263286207675494,0.5218793261503029,0.011946992196364812,0.08284720473338787,PALA
G4MUT5_MAGO7,19118,15427,13855,11988,10217,12703,13154,14769,12478.5,6608.5,5966,6314,9139.5,11622.5,9990.5,4875,7293.5,5275,0.7770791469501523,0.48000608180021287,0.5280016015214454,-0.3638665476091821,-1.0588754096214414,-0.9213857893499536,0.05969042302949621,5.244548002728293e-4,0.013184746988129336,0.2874690773100537,0.0315794109965756,0.07394621444080025,0.5414088649774239,1.5005959744962667,1.1310840541154032,G4MUT5
G4N1C2_MAGO7,58456.6666666667,54719.6666666667,57355,56944.3333333333,52986.6666666667,59692.6666666667,36311,40520.6666666667,34962.3333333333,39190.3333333333,44183.3333333333,38745,69855,70796,69072,55969,60454.3333333333,63209,0.9928399151483445,1.0792964482755445,0.8654260014792542,-0.010366977576823823,0.11009118152286869,-0.20851762811224922,0.8990777363175427,0.22755238409669576,0.009831225758314943,0.960789580940522,0.4618462737953273,0.06335446877613378,0.017371715185263446,0.3355025559420754,1.198222746268035,G4N1C2
G4MVR5_MAGO7,17201,14246,13320.3333333333,7358.3333333333,10265.5,11328,4609.5,3986,5887,4986,6045,4674,4673,5960.5,4639,6043,5840.5,3657,0.7205882352941176,1.0816791409046533,1.2498395035309222,-0.4727529971351312,0.11327261517738209,0.32174284502631345,0.03406932319789707,0.5899362615700424,0.9239387187729413,0.2366507603669312,0.7844607453100856,0.9583687929601908,0.6258920957908237,0.1054287837810061,0.01846733650927644,G4MVR5
G4MWX2_MAGO7,33091,38728,36944.6666666667,25667.3333333333,28688,32454,43549.3333333333,37807.6666666667,37489.3333333333,34534.3333333333,27895.6666666667,31302.6666666667,28814,33784.3333333333,28725.3333333333,29523.6666666667,30736.6666666667,25389.6666666667,0.7765126224804656,0.8279449494370632,1.0246292311607794,-0.36491871857876196,-0.2723932496440053,0.03510195545395552,0.04667296078491753,0.03816115178104687,0.4619511352923337,0.264348787260368,0.17403497727281722,0.6362402549135722,0.577822677645245,0.759363459131197,0.1963788565525098,G4MWX2
G4MTU9_MAGO7,11266,11507.5,10487,8282.6666666667,9634.6666666667,10812.6666666667,6761.3333333333,7421,8952,7260,9188,7214.6666666667,11920,11685,10862.6666666667,11549.6666666667,12111.6666666667,12293,0.8551985324575448,0.9783048106724161,1.0365140493510228,-0.22566871752825596,-0.03164405881817597,0.05173967148030479,0.1296315349946736,0.8573146990835574,0.2736836429530036,0.4008810825348981,0.9400515169034984,0.4605452969010298,0.3969844374999193,0.026848345449403403,0.33672764836245433,G4MTU9
G5EHA3_MAGO7,NA,NA,NA,NA,NA,NA,NA,8854,NA,10103,8031,NA,NA,NA,NA,NA,NA,NA,NA,1.024056923424441,NA,NA,0.034295911489917626,NA,NA,0.9247837079517793,NA,NA,0.9629768391537921,NA,NA,0.016384158097339722,NA,G5EHA3
G4MR32_MAGO7,17676,18211.6666666667,18728.6666666667,18337,19177.6666666667,20768.6666666667,17464.6666666667,18114.6666666667,15097.3333333333,17493.6666666667,18955.3333333333,14865.3333333333,16848.3333333333,16463.3333333333,17311.6666666667,21114.6666666667,18873.3333333333,15154,1.0530429212043562,1.0016604954765813,1.1201899297655558,0.07456424068148941,0.002393601856477511,0.16374336397941572,0.189916511073706,0.8946838259614597,0.4392502242793264,0.4830834070410043,0.9565770382179797,0.6185255379977993,0.31597787941327066,0.019280048192166443,0.20864236429265476,G4MR32
G4N6M7_MAGO7,8091.5,9337,19849,9818,14154,13199.5,8613,17382,15376,7746.5,8149,9498.5,14933,28008.5,19249.6666666667,32131,28894.5,32788,1.4136767698404198,0.5299817898022893,1.6691717605499632,0.4994522928096918,-0.9159853054252522,0.7391324180580893,0.9932983310330082,0.12033551603453939,0.05908655975261737,0.9971633050837203,0.3385088141748433,0.1760922869042203,0.0012337116091735156,0.4704300185662519,0.7542596663399149,G4N6M7
G4NGV1_MAGO7,31242.6666666667,33464.6666666667,33100.3333333333,34011.6666666667,31110,32467,30829,35634,34133,27275.3333333333,27050.3333333333,31047.3333333333,36272.3333333333,46691.5,34297,32177,23014.6666666667,33830.6666666667,0.9808662551233129,0.7990898348616676,0.8870948473124612,-0.027871662035803,-0.32357039270532467,-0.17283973057309002,0.9495605750912476,0.05759460869048201,0.13918463167468725,0.9824929153648015,0.21993387318557786,0.30015909039553307,0.007670572585173084,0.6577078774847398,0.5226484993884472,G4NGV1
G5EHP6_MAGO7,18222,17331,16177.6666666667,18257,17104.3333333333,19388.6666666667,19861,20910.3333333333,21022.3333333333,21445,15970.6666666667,29743.3333333333,17147.6666666667,15480.3333333333,15549.6666666667,15471.3333333333,14965.3333333333,13333.6666666667,1.0534302694593503,1.0255694951459422,0.9624214881347896,0.07509481986507685,0.036425255743065675,-0.055259240736406846,0.31943721306940315,0.6794614016896441,0.15677252292856664,0.6154201157314015,0.846479846797713,0.3246908779068332,0.21082831242985076,0.07238337722277782,0.48852991257626605,G5EHP6
G4MVN9_MAGO7,NA,2623,2572,NA,15692,2417,12032,10736,10294.5,9318,9116.5,9397,13162,15603,16011,20749,11417.5,19961,3.485851780558229,0.8679210134128167,1.2793052618086265,1.801511226950771,-0.20436434109172616,0.35536055440738856,0.4332627043289543,0.029874092038959684,0.47578271465444066,0.7041584067260952,0.15655136798832106,0.6449015133035401,0.152329631442525,0.8053431330474914,0.19050660396108304,G4MVN9
G4MZP2_MAGO7,8773,9312,8262.3333333333,11717,11460.5,10170,10327.5,11065,11676.5,9718,7821.5,9700.5,13091.3333333333,9946.5,11958,7668.5,10579,8950.5,1.3063376268095293,0.8766832354270221,0.7484947315604616,0.38552781386221996,-0.189872434919341,-0.41793593328415785,0.014628671090070513,0.05851980912742164,0.10547996194688695,0.16827630566030158,0.2201016071161391,0.252611714797329,0.7739770310557842,0.6573767863465937,0.5975465130290447,G4MZP2
G4MR79_MAGO7,13867,9289.5,12713.5,11601,10282,9186,12932,16099,8452,5857.5,6933,9915,9351,9813.5,9843.5,8784,8952,7300.5,0.8087466079364455,0.5361119703062172,0.8950934936566974,-0.3062403387541258,-0.8993937469372982,-0.1598897133034463,0.35787160407142243,0.12323366103670123,0.07324541203409335,0.6402138577539966,0.34138020386564444,0.19960587340083907,0.19367492956558724,0.46676166658737395,0.6998266837498219,G4MR79
G4N009_MAGO7,8755,7805.5,7009,7855.5,8698,10394,6668,8271.5,7777,8276.5,8407,8934.5,10014.5,7286,7109.5,6073,7770.5,5989,1.114342450835949,1.081008100810081,0.8335163326928355,0.1561926583520155,0.11237733431654198,-0.26271762589270914,0.2795627735879532,0.13358530607800972,0.2394507898271998,0.5865182185909034,0.3552288876496057,0.4238088182499343,0.23171849316377996,0.44949172409645655,0.372830011104593,G4N009
G5EHL1_MAGO7,31427.3333333333,39802,40439.6666666667,41523.6666666667,38033.3333333333,34753.6666666667,29860,24948,19875.6666666667,24883,26869.6666666667,23722.6666666667,36750.3333333333,38523.3333333333,39271,27939,30811.6666666667,33584,0.9555633720248555,0.9973945807279141,0.7998182919442778,-0.06557654039288263,-0.0037637306433122475,-0.3222558187461622,0.8137716185485494,0.9346822184679413,0.014502551518813939,0.9237407561902452,0.9666510595633665,0.07716455415669336,0.034449894530167696,0.014730268683009109,1.112582148747755,G5EHL1
G4NH16_MAGO7,NA,NA,NA,1841.5,NA,NA,1353,NA,NA,2729,2272,NA,2516,3561,3556,NA,NA,NA,100,1.8481152993348116,0.01,6.643856189774724,0.8860547657310359,-6.643856189774724,NA,0.2114372488858463,NA,NA,0.44324800471486464,NA,NA,0.35335321070341114,NA,G4NH16
G4MUS7_MAGO7,14563.6666666667,10280,9574,10389,10280,10761,14258,12301.6666666667,10339.3333333333,12889.6666666667,12922.6666666667,12647.3333333333,17973.6666666667,16176.3333333333,8418.3333333333,19274.5,16243,13093.3333333333,1.0106031128404669,1.0477984013006367,1.0041212470893714,0.01521652883714407,0.06736116590048168,0.005933484441305349,0.5593117719448314,0.6703799442648626,0.5888303849141008,0.7785954115232382,0.8404482224655762,0.7276436675885654,0.10868816002706559,0.07548903700159781,0.13808124580469763,G4MUS7
